MH23 ©Martin Hepperle	
1.000000	0.000000
0.996530	0.000160
0.986320	0.000970
0.969860	0.002850
0.947820	0.005980
0.920940	0.010340
0.890010	0.015660
0.855760	0.021430
0.818500	0.026830
0.778000	0.031550
0.734450	0.035830
0.688410	0.039730
0.640360	0.043170
0.590830	0.046150
0.540380	0.048610
0.489530	0.050500
0.438860	0.051780
0.388900	0.052410
0.340170	0.052360
0.293200	0.051590
0.248460	0.050100
0.206420	0.047860
0.167460	0.044880
0.131970	0.041170
0.100240	0.036770
0.072550	0.031750
0.049100	0.026200
0.030040	0.020240
0.015480	0.014080
0.005460	0.007940
0.000000	0.002300
0.000060	-0.002080
0.006110	-0.005930
0.017570	-0.009940
0.034140	-0.013680
0.055670	-0.016980
0.082040	-0.019770
0.113070	-0.022070
0.148450	-0.023960
0.187740	-0.025470
0.230510	-0.026590
0.276250	-0.027340
0.324470	-0.027650
0.374700	-0.027580
0.426370	-0.027170
0.478920	-0.026480
0.531720	-0.025520
0.584170	-0.024330
0.635660	-0.022920
0.685610	-0.021310
0.733450	-0.019500
0.778640	-0.017510
0.820660	-0.015310
0.859170	-0.012870
0.893780	-0.010390
0.923950	-0.007870
0.949550	-0.005180
0.970520	-0.002710
0.986440	-0.000950
0.996530	-0.000140
1.000000	0.000000
Thickness: 8.01%. 
Low moment coefficient cm c/4 = -0.0174. 
Can be used at Reynoldsnumbers of 400'000 and above. 
Well suited for a flap of 15% chord length. 
Needs perfect construction methods (machined moulds recommended). 
Turbulators at 83% chord on the upper side and at 90% chord on the lower side should be used for Reynolds numbers between 500'000 and 1'000'000. 
For application at Reynolds numbers above 600'000, a flap is recommended, which is set to -2° in high speed flight 
